order,feature,feature_label_ko,feature_group,canonical_block,source,source_column,transform_definition,selection_stat_reason,selection_domain_reason,literature_basis,expected_sign,asof_rule,leakage_risk,redundancy_reason,coverage_rate,non_null_count,nunique,mean_abs_ic_60d,mean_abs_ic_30d,sign_stability_60d,sign_stability_30d,vif,selection_score,decision_reason,selected_role,validation_requirement,review_note
93,wx_stn_max_temp_c,관측소 최고기온,weather,weather,current_pm_final,wx_stn_max_temp_c,관측소 일별 최고기온을 거래일 행렬에 정렬한 기상 피처이다.,coverage=1.000; 60d mean |IC|=0.349; 30d mean |IC|=0.235; selection=target_overlap_gate_then_score_screen.,"기온, 습도, 일사, 풍속 등 기상 조건은 냉난방 전력수요와 재생발전 변동을 통해 발전 부문 배출권 수요를 설명한다.",내부 선행연구의 기상·전력수요 경로와 EPSIS/KMA 외생 feature gate에서 정리한 weather block rationale을 따른다.,기온 상승은 냉방 전력수요를 높일 수 있어 양의 부호가 우선 가설이나 계절·발전믹스 조건부로 검증한다.,기존 `current_pm_final` 생성 규칙을 승계한다. 기상 관측값은 보수적으로 asof_date <= trd_dd 조건에 맞춰 정렬한다.,low: 기상 관측 as-of 기준을 적용한 외생 피처이다. live deployment에서는 관측 확정 시각을 재확인한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,1322,0.3486927153017985,0.2352187499636141,0.7,0.7,,0.4205856809068927,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
94,compliance_deadline_calendar_weight,이행마감 달력가중치,nlp,nlp,features/nlp_final/nlp_final_features.parquet,compliance_deadline_calendar_weight,이행마감일까지의 calendar distance를 기반으로 마감 근접도를 수치화한 제도 일정 피처이다.,coverage=1.000; 60d mean |IC|=0.318; 30d mean |IC|=0.266; selection=target_overlap_gate_then_score_screen.,"이행마감과 정책·뉴스 attention은 시장 참여자의 제도 일정 인식, compliance 수요 집중, 단기 거래 관심도를 포착하는 policy/NLP signal이다.",내부 NLP feature feasibility/gate 문서와 `docs/plans/가격_모델.md`의 policy 및 NLP attention block을 따른다.,이행마감 근접은 compliance 수요와 거래 관심을 높일 수 있어 양의 부호가 우선 가설이다.,"NLP feature package의 as-of 검증 결과를 승계한다. 이행마감 calendar feature는 거래일 기준 사전 정의된 제도 일정만 사용하고, attention feature는 공개일 또는 수집 asof_date <= trd_dd 조건으로 정렬한다.","low_to_medium: 제도 일정은 사전 관측 가능하나, calendar transform이 target horizon과 기계적으로 겹치지 않는지 purged 검증으로 확인한다.",target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,46,0.3184268000697198,0.2657071296404811,0.7272727272727273,0.7272727272727273,,0.4142887951757389,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
95,compliance_deadline_attention,이행마감 관심도,nlp,nlp,features/nlp_final/nlp_final_features.parquet,compliance_deadline_attention,이행마감 calendar signal과 정책·뉴스 attention을 결합해 마감 관련 시장 관심도를 측정한 NLP 피처이다.,coverage=1.000; 60d mean |IC|=0.304; 30d mean |IC|=0.247; selection=target_overlap_gate_then_score_screen.,"이행마감과 정책·뉴스 attention은 시장 참여자의 제도 일정 인식, compliance 수요 집중, 단기 거래 관심도를 포착하는 policy/NLP signal이다.",내부 NLP feature feasibility/gate 문서와 `docs/plans/가격_모델.md`의 policy 및 NLP attention block을 따른다.,이행마감 관심도 증가는 compliance 수요 집중과 불확실성 확대를 반영할 수 있어 양의 부호가 우선 가설이다.,"NLP feature package의 as-of 검증 결과를 승계한다. 이행마감 calendar feature는 거래일 기준 사전 정의된 제도 일정만 사용하고, attention feature는 공개일 또는 수집 asof_date <= trd_dd 조건으로 정렬한다.","low_to_medium: NLP as-of 검증을 승계하되 기사 중복, 사후 수정, 검색지수 scaling 변화를 audit한다.",target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,829,0.3043759455119506,0.246950939669377,0.7272727272727273,0.7272727272727273,,0.4018717776761898,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
96,pwr_renewable_total_gwh,재생에너지 총 발전량,power_energy,power,current_pm_final,pwr_renewable_total_gwh,재생에너지 발전량을 합산해 전력시장 저탄소 발전 비중의 수준을 측정한다.,coverage=0.998; 60d mean |IC|=0.287; 30d mean |IC|=0.199; selection=target_overlap_gate_then_score_screen.,"전력수요, 공급능력, 발전믹스, 연료별 발전량은 발전 부문 배출권 수요와 전력시장 수급 조건을 설명하는 구조적 가격결정 경로이다.",내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block을 따른다.,재생발전 증가는 화석발전과 배출권 수요를 낮출 수 있어 음의 부호가 우선 가설이다.,기존 `current_pm_final` 생성 규칙을 승계한다. 전력·발전믹스 계열은 원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low: 전력 원천의 as-of 기준을 승계한 외생 피처이다. 월별 원천이면 공개 지연 재확인이 필요하다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,124,0.2867185326091881,0.1988701948700049,0.7,0.6,,0.3772251243917667,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
97,pwr_installed_capacity_mw,전력 설비용량,pwr,pwr,raw.epsis_power_supply_daily,installed_capacity_mw,EPSIS 일별 전력수급 원천의 설비용량을 as-of 기준으로 거래일에 결합한 피처이다.,coverage=1.000; 60d mean |IC|=0.238; 30d mean |IC|=0.175; selection=target_overlap_gate_then_score_screen.,"전력수요, 공급능력, 발전믹스, 연료별 발전량은 발전 부문 배출권 수요와 전력시장 수급 조건을 설명하는 구조적 가격결정 경로이다.",내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block을 따른다.,설비용량 증가는 공급 여력과 발전믹스 변화를 함께 반영하므로 방향성은 조건부이다.,EPSIS 일별 전력수급 피처는 관측일의 다음 calendar day부터 사용 가능하다고 보고 asof_date <= trd_dd 조건으로 backward join한다.,low: asof_date <= trd_dd join을 사용한 전력수급 외생 피처이다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,272,0.2380151333265946,0.1751474791340256,0.8,0.9,,0.3546951931131334,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
98,pwr_trade_volume_fuel_cell_gwh,연료전지 전력거래량,pwr,pwr,raw.epsis_power_trade_volume_monthly,trade_volume_fuel_cell_gwh,EPSIS 월별 연료전지 전력거래량을 보수적 월별 as-of 기준으로 거래일에 forward-fill한 피처이다.,coverage=0.998; 60d mean |IC|=0.246; 30d mean |IC|=0.115; selection=target_overlap_gate_then_score_screen.,"전력수요, 공급능력, 발전믹스, 연료별 발전량은 발전 부문 배출권 수요와 전력시장 수급 조건을 설명하는 구조적 가격결정 경로이다.",내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block을 따른다.,연료전지 전력거래량 증가는 화석발전 대체 경로를 통해 배출권 수요를 낮출 수 있어 음의 부호가 우선 가설이다.,EPSIS 월별 전력거래량 피처는 다음 달 말 공개 가정을 적용하고 asof_date <= trd_dd 조건으로 정렬한다.,low: 월별 공개 지연을 보수적으로 반영한 전력거래량 피처이다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,124,0.2464042008333857,0.1148078883322175,0.9,0.7,,0.3540366652806285,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
99,pwr_bio_gwh,바이오 발전량,power_energy,power,current_pm_final,pwr_bio_gwh,바이오 발전량을 거래일 행렬에 정렬한 발전믹스 피처이다.,coverage=0.998; 60d mean |IC|=0.257; 30d mean |IC|=0.161; selection=target_overlap_gate_then_score_screen.,"전력수요, 공급능력, 발전믹스, 연료별 발전량은 발전 부문 배출권 수요와 전력시장 수급 조건을 설명하는 구조적 가격결정 경로이다.",내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block을 따른다.,바이오 발전 증가는 화석발전 대체 경로를 통해 음의 부호가 우선 가설이나 REC·연료비 조건부로 검증한다.,기존 `current_pm_final` 생성 규칙을 승계한다. 전력·발전믹스 계열은 원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low: 전력 원천의 as-of 기준을 승계한 외생 피처이다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,124,0.2565970535770881,0.1607095930633734,0.6,0.6,,0.3411181604724538,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
100,pwr_market_ppa_total_gwh,시장·PPA 총 전력거래량,power_energy,power,current_pm_final,pwr_market_ppa_total_gwh,전력시장 거래량과 PPA 거래량을 합산해 총 전력거래 규모를 측정한다.,coverage=0.998; 60d mean |IC|=0.238; 30d mean |IC|=0.231; selection=target_overlap_gate_then_score_screen.,"전력수요, 공급능력, 발전믹스, 연료별 발전량은 발전 부문 배출권 수요와 전력시장 수급 조건을 설명하는 구조적 가격결정 경로이다.",내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block을 따른다.,전력거래 규모 증가는 발전량과 배출권 수요를 높일 수 있어 양의 부호가 우선 가설이다.,기존 `current_pm_final` 생성 규칙을 승계한다. 전력·발전믹스 계열은 원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low: 전력 원천의 as-of 기준을 승계한 외생 피처이다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,124,0.2383348349081765,0.2306907370281638,0.5,0.5,,0.3385692261957501,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
101,ext_usdkrw,원/달러 환율,ext,ext,raw.macro_indicators,usdkrw,원/달러 환율 수준값을 as-of 기준으로 거래일에 결합한 외부 거시 피처이다.,coverage=0.998; 60d mean |IC|=0.221; 30d mean |IC|=0.150; selection=target_overlap_gate_then_score_screen.,"환율과 글로벌 금융시장 지표는 에너지 수입비용, 위험선호, 거시 유동성 조건을 통해 국내 탄소가격의 외생 환경을 설명한다.",내부 선행연구의 macro/global market block과 macro-market feature promotion workflow의 외부시장 지표 설계를 따른다.,원화 약세는 수입 연료비와 거시 불확실성을 높일 수 있어 양의 부호가 우선 가설이나 에너지 가격 조건부로 검증한다.,외부시장·거시 일별 지표는 해당 시장 관측일 이후 사용 가능하다고 보고 asof_date <= trd_dd 조건으로 정렬한다. live pre-close 사용 시 lag1 전환을 검토한다.,low: 외부시장 일별 지표의 as-of 정렬을 적용한다. 시차와 휴장일 정렬은 live deployment에서 재확인한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99765478424015,2127,2056,0.2206939803338682,0.1497732774031657,0.7272727272727273,0.5454545454545454,,0.3313177596857067,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
102,pwr_lng_gwh,LNG 발전량,power_energy,power,current_pm_final,pwr_lng_gwh,LNG 발전량을 거래일 행렬에 정렬한 발전믹스 피처이다.,coverage=0.998; 60d mean |IC|=0.217; 30d mean |IC|=0.201; selection=target_overlap_gate_then_score_screen.,"전력수요, 공급능력, 발전믹스, 연료별 발전량은 발전 부문 배출권 수요와 전력시장 수급 조건을 설명하는 구조적 가격결정 경로이다.",내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block을 따른다.,LNG 발전 증가는 전력수요 확대와 석탄 대체 효과를 함께 반영하므로 방향성은 발전믹스 조건부이다.,기존 `current_pm_final` 생성 규칙을 승계한다. 전력·발전믹스 계열은 원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low: 전력 원천의 as-of 기준을 승계한 외생 피처이다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,124,0.2167138668520921,0.2006961769898125,0.6,0.6,,0.3291790537553158,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
103,pwr_resv_cap_mw,전력 예비력,power_energy,power,current_pm_final,pwr_resv_cap_mw,전력수급 원천의 예비력을 거래일 행렬에 정렬한 수급 여건 피처이다.,coverage=1.000; 60d mean |IC|=0.222; 30d mean |IC|=0.172; selection=target_overlap_gate_then_score_screen.,"전력수요, 공급능력, 발전믹스, 연료별 발전량은 발전 부문 배출권 수요와 전력시장 수급 조건을 설명하는 구조적 가격결정 경로이다.",내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block을 따른다.,예비력 확대는 전력수급 긴장 완화를 의미해 음의 부호가 우선 가설이다.,기존 `current_pm_final` 생성 규칙을 승계한다. 전력·발전믹스 계열은 원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low: 전력 원천의 as-of 기준을 승계한 외생 피처이다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,1971,0.2223722097130183,0.1721594070991566,0.5,0.6,,0.3153445671169492,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
104,pwr_resv_mgn_pct,전력 예비율,power_energy,power,current_pm_final,pwr_resv_mgn_pct,전력 예비력을 수요 대비 비율로 나타낸 전력수급 여건 피처이다.,coverage=1.000; 60d mean |IC|=0.193; 30d mean |IC|=0.158; selection=target_overlap_gate_then_score_screen.,"전력수요, 공급능력, 발전믹스, 연료별 발전량은 발전 부문 배출권 수요와 전력시장 수급 조건을 설명하는 구조적 가격결정 경로이다.",내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block을 따른다.,예비율 상승은 전력수급 긴장 완화를 의미해 음의 부호가 우선 가설이다.,기존 `current_pm_final` 생성 규칙을 승계한다. 전력·발전믹스 계열은 원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low: 전력 원천의 as-of 기준을 승계한 외생 피처이다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,468,0.1930694571790669,0.1575153342931301,0.6,0.7,,0.3055670350217694,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
105,mkt_vol_log1p,로그 거래량,market_microstructure,market,current_pm_final,mkt_vol_log1p,KRX ETS 거래량에 log1p 변환을 적용해 극단값 영향을 완화한 유동성 피처이다.,coverage=1.000; 60d mean |IC|=0.136; 30d mean |IC|=0.157; selection=target_overlap_gate_then_score_screen.,"거래량과 거래대금은 K-ETS 저유동성 시장에서 시장 참여, 유동성, 가격발견 강도를 나타내는 핵심 microstructure proxy이다.",내부 선행연구 `docs/reference/탄소배출권 가격 결정 모형 및 예측 모델 개발을 위한 통합 선행연구 분석 보고서.md`의 VWAP·유동성 논의와 `docs/plans/가격_모델.md`의 market_microstructure block을 따른다.,거래량 증가는 가격발견과 변동성 확대를 모두 반영하므로 방향성은 양/음 모두 가능하다.,KRX 일별 시장 원천을 거래일 기준으로 정렬한다. 실거래 이후 생성되는 값은 end-of-day backtest 기준으로 사용하며 live pre-close 사용 시 lag1 전환이 필요하다.,low_or_reviewed: target VWAP level overlap gate를 통과한 거래량 변환 피처이다. same-day market close 사용 여부는 배치 시점별로 구분한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,1725,0.1363351922617961,0.1566606374740849,0.7272727272727273,0.5454545454545454,,0.2868767878397819,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
106,mkt_acc_trdvol,누적거래량,mkt,mkt,raw.krx_ets_daily,acc_trdvol,KRX ETS 일별 누적거래량 원천값을 거래일 기준으로 정렬한 유동성 피처이다.,coverage=1.000; 60d mean |IC|=0.136; 30d mean |IC|=0.157; selection=target_overlap_gate_then_score_screen.,"거래량과 거래대금은 K-ETS 저유동성 시장에서 시장 참여, 유동성, 가격발견 강도를 나타내는 핵심 microstructure proxy이다.",내부 선행연구 `docs/reference/탄소배출권 가격 결정 모형 및 예측 모델 개발을 위한 통합 선행연구 분석 보고서.md`의 VWAP·유동성 논의와 `docs/plans/가격_모델.md`의 market_microstructure block을 따른다.,거래량 증가는 가격발견과 변동성 확대를 모두 반영하므로 방향성은 양/음 모두 가능하다.,KRX 일별 시장 원천을 거래일 기준으로 정렬한다. 실거래 이후 생성되는 값은 end-of-day backtest 기준으로 사용하며 live pre-close 사용 시 lag1 전환이 필요하다.,low_or_reviewed: target VWAP level overlap gate를 통과한 거래량 피처이다. same-day market close 사용 여부는 배치 시점별로 구분한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,1725,0.1363351922617961,0.1566606374740849,0.7272727272727273,0.5454545454545454,,0.2868767878397819,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
107,pwr_waste_gwh,폐기물 발전량,power_energy,power,current_pm_final,pwr_waste_gwh,폐기물 발전량을 거래일 행렬에 정렬한 발전믹스 피처이다.,coverage=0.998; 60d mean |IC|=0.176; 30d mean |IC|=0.081; selection=target_overlap_gate_then_score_screen.,"전력수요, 공급능력, 발전믹스, 연료별 발전량은 발전 부문 배출권 수요와 전력시장 수급 조건을 설명하는 구조적 가격결정 경로이다.",내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block을 따른다.,폐기물 발전 증가는 화석발전 대체 경로와 배출계수 차이를 함께 반영하므로 방향성은 조건부이다.,기존 `current_pm_final` 생성 규칙을 승계한다. 전력·발전믹스 계열은 원천별 disclosure/as-of key를 사용해 trd_dd 이전에 관측 가능한 값만 결합한다.,low: 전력 원천의 as-of 기준을 승계한 외생 피처이다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,63,0.1759082202940042,0.080914224363308,0.6,1.0,,0.2767904599917413,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
108,auc_trdcnt,경매 체결건수,auction,auction,reviewed_addback,krx_auction_monthly__acc_trdcnt,월별 경매 체결 건수. 원천 월별 공시 값을 거래일 as-of로 정렬한다.,"검토 후보 중 selected feature set에 없던 항목을 coverage, IC, domain relevance, duplicate 여부로 검토해 복원했다.",기존 selected 107의 누락 영역을 보강한다. target VWAP level 자체와 future/target/pass/same_panel 계열은 제외한다.,"경매, 시장 미시구조, 전력·연료·기상 요인은 K-ETS 가격결정의 수급·정책·에너지 경로로 사용한다.",부호는 시장 국면 조건부이며 purged walk-forward와 feature importance로 검증한다.,원천 공시/거래일 기준으로 trd_dd 이전 또는 해당 거래일 관측 가능한 값만 사용한다. market_vwap/log/lag level은 target construction overlap으로 제외한다.,reviewed_addback: target/future/pass/same_panel 및 market_vwap/log/lag level 제외. 경매가격/시장구성 피처는 별도 중요도와 fold 안정성으로 검증한다.,selected feature set에 없는 후보 중 의미상 중복이 낮은 피처만 복원했다.,0.8048780487804879,1716,9,,,,,,,reviewed_addback,addback_candidate,Model validation uses 28-fold walk-forward metrics.,selected feature set에 검토된 보강 피처를 추가했다.
109,auc_part_cnt,경매 참여자수,auction,auction,reviewed_addback,krx_auction_monthly__auct_trd_partc_cnt,월별 경매 참여자 수. 원천 월별 공시 값을 거래일 as-of로 정렬한다.,"검토 후보 중 selected feature set에 없던 항목을 coverage, IC, domain relevance, duplicate 여부로 검토해 복원했다.",기존 selected 107의 누락 영역을 보강한다. target VWAP level 자체와 future/target/pass/same_panel 계열은 제외한다.,"경매, 시장 미시구조, 전력·연료·기상 요인은 K-ETS 가격결정의 수급·정책·에너지 경로로 사용한다.",부호는 시장 국면 조건부이며 purged walk-forward와 feature importance로 검증한다.,원천 공시/거래일 기준으로 trd_dd 이전 또는 해당 거래일 관측 가능한 값만 사용한다. market_vwap/log/lag level은 target construction overlap으로 제외한다.,reviewed_addback: target/future/pass/same_panel 및 market_vwap/log/lag level 제외. 경매가격/시장구성 피처는 별도 중요도와 fold 안정성으로 검증한다.,selected feature set에 없는 후보 중 의미상 중복이 낮은 피처만 복원했다.,0.8048780487804879,1716,13,,,,,,,reviewed_addback,addback_candidate,Model validation uses 28-fold walk-forward metrics.,selected feature set에 검토된 보강 피처를 추가했다.
110,auc_trd_qty,경매 거래수량,auction,auction,reviewed_addback,krx_auction_monthly__auct_trd_qty,월별 경매 거래 수량. 원천 월별 공시 값을 거래일 as-of로 정렬한다.,"검토 후보 중 selected feature set에 없던 항목을 coverage, IC, domain relevance, duplicate 여부로 검토해 복원했다.",기존 selected 107의 누락 영역을 보강한다. target VWAP level 자체와 future/target/pass/same_panel 계열은 제외한다.,"경매, 시장 미시구조, 전력·연료·기상 요인은 K-ETS 가격결정의 수급·정책·에너지 경로로 사용한다.",부호는 시장 국면 조건부이며 purged walk-forward와 feature importance로 검증한다.,원천 공시/거래일 기준으로 trd_dd 이전 또는 해당 거래일 관측 가능한 값만 사용한다. market_vwap/log/lag level은 target construction overlap으로 제외한다.,reviewed_addback: target/future/pass/same_panel 및 market_vwap/log/lag level 제외. 경매가격/시장구성 피처는 별도 중요도와 fold 안정성으로 검증한다.,selected feature set에 없는 후보 중 의미상 중복이 낮은 피처만 복원했다.,0.8048780487804879,1716,76,,,,,,,reviewed_addback,addback_candidate,Model validation uses 28-fold walk-forward metrics.,selected feature set에 검토된 보강 피처를 추가했다.
111,auc_trd_rto,경매 낙찰률,auction,auction,reviewed_addback,krx_auction_monthly__auct_trd_rto,월별 경매 거래/응찰 비율. 원천 월별 공시 값을 거래일 as-of로 정렬한다.,"검토 후보 중 selected feature set에 없던 항목을 coverage, IC, domain relevance, duplicate 여부로 검토해 복원했다.",기존 selected 107의 누락 영역을 보강한다. target VWAP level 자체와 future/target/pass/same_panel 계열은 제외한다.,"경매, 시장 미시구조, 전력·연료·기상 요인은 K-ETS 가격결정의 수급·정책·에너지 경로로 사용한다.",부호는 시장 국면 조건부이며 purged walk-forward와 feature importance로 검증한다.,원천 공시/거래일 기준으로 trd_dd 이전 또는 해당 거래일 관측 가능한 값만 사용한다. market_vwap/log/lag level은 target construction overlap으로 제외한다.,reviewed_addback: target/future/pass/same_panel 및 market_vwap/log/lag level 제외. 경매가격/시장구성 피처는 별도 중요도와 fold 안정성으로 검증한다.,selected feature set에 없는 후보 중 의미상 중복이 낮은 피처만 복원했다.,0.8048780487804879,1716,57,,,,,,,reviewed_addback,addback_candidate,Model validation uses 28-fold walk-forward metrics.,selected feature set에 검토된 보강 피처를 추가했다.
112,auc_appl_qty,경매 응찰수량,auction,auction,reviewed_addback,krx_auction_monthly__onewayauct_appl_qty,월별 단방향 경매 응찰 수량. 원천 월별 공시 값을 거래일 as-of로 정렬한다.,"검토 후보 중 selected feature set에 없던 항목을 coverage, IC, domain relevance, duplicate 여부로 검토해 복원했다.",기존 selected 107의 누락 영역을 보강한다. target VWAP level 자체와 future/target/pass/same_panel 계열은 제외한다.,"경매, 시장 미시구조, 전력·연료·기상 요인은 K-ETS 가격결정의 수급·정책·에너지 경로로 사용한다.",부호는 시장 국면 조건부이며 purged walk-forward와 feature importance로 검증한다.,원천 공시/거래일 기준으로 trd_dd 이전 또는 해당 거래일 관측 가능한 값만 사용한다. market_vwap/log/lag level은 target construction overlap으로 제외한다.,reviewed_addback: target/future/pass/same_panel 및 market_vwap/log/lag level 제외. 경매가격/시장구성 피처는 별도 중요도와 fold 안정성으로 검증한다.,selected feature set에 없는 후보 중 의미상 중복이 낮은 피처만 복원했다.,0.8048780487804879,1716,34,,,,,,,reviewed_addback,addback_candidate,Model validation uses 28-fold walk-forward metrics.,selected feature set에 검토된 보강 피처를 추가했다.
